NB;NAME;NAME_MOD;COUNTRY;LATITUDE;LONGITUDE;FOUNDATION;Mi;My;Pn;AUTH_ANC;AUTH_MOD;DOC1_Papers;DOC2_papers;DOC3_www;DOC4_www;WIKIPEDIA;PLEIADES;DARE;TRISMEGISTOS;TOPOSText;AM;PP;RE;SI;SU;PS;BW;QU;PL;MO;CN;SL;SH;SY;EX;LK;PH;HO;VM;FT;FP;QR;FO;SW
1887;Nauplia, Nauplie, port of Argos-Larissa, archaic Nuplija?;Nafplion, Nauplie, near Tiryntha;GR: Pelop;37,56390;22,79600;-750;;X;;"Amenhotep III, Aegean List ; Scylax, Peripl ; Diodorus, Hist, 4, 9 ; Strabo, Geogr, 8, 6 ; Ptol, Geogr, 3, 16 ; Xenophon, Ephesian Tale, 5, 1";Lehmann, Flemming, Mauro, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Nafplio;http://pleiades.stoa.org/places/570501;http://imperium.ahlfeldt.se/places/22795;https://www.trismegistos.org/place/15754;https://topostext.org/place/376228UNau;a;p;r;;;X;;;;X?;;;;X;;;;;;;;;;
1888;Tiryns, port of Mycenae, archaic Land of Ahhiyawa? Tanaju? (other possible location is Miletos);Tirintha, Tirynthe, with Mycenaean tombs at Mycenae & Dendra-Midea;GR: Pelop;37,60000;22,80000;-1450;;X;;Scylax, Peripl;Hansen;Cline (2011);Maran (2009);Vanschoonwinkel (2006);;https://en.wikipedia.org/wiki/Tiryns;http://pleiades.stoa.org/places/570740;http://imperium.ahlfeldt.se/places/22611;https://www.trismegistos.org/place/37671;https://topostext.org/place/376228PTir;a;;;;;;;;;;;;;;;;;;;;;;;
1889;Temenion, port of Argos? on R Erasinos;near Nea Kios, on R Kephalari;GR: Pelop;37,58080;22,73700;-750;;X?;;;Ginalis et al;Heitz (2008);;;;https://en.wikipedia.org/wiki/Temenium;http://pleiades.stoa.org/places/570710;http://imperium.ahlfeldt.se/places/31074;;https://topostext.org/place/376227UTem;m;;;;;X;;;;;;;;;;;;;;;;;;
1890;Lerna, on R Pontinos;Myloi;GR: Pelop;37,55110;22,71820;-2800;;X;;;Ginalis et al;Heitz (2008);;;;https://en.wikipedia.org/wiki/Lerna;http://pleiades.stoa.org/places/570424;http://imperium.ahlfeldt.se/places/30998;https://www.trismegistos.org/place/36945;https://topostext.org/place/375227ULer;m;;;;;X;;;;;;;;;;;;;;;;;;
1891;Genesion, Apobathmoi, near Dine offshore spring;Eye of Lileika, near Kiveri;GR: Pelop;37,51800;22,73660;-750;;;;;;;;;https://topostext.org/place/375227WDin;https://en.wikipedia.org/wiki/Genesium;http://pleiades.stoa.org/places/570257;http://imperium.ahlfeldt.se/places/27434;;https://topostext.org/place/375227UGen;m;;;;;X;;;;;;;;;;;;;;;;;;
1892;Astron, near R Tanaos;Paralio Astros, near R Tanos;GR: Pelop;37,42160;22,76830;-550;;;;;Ginalis et al;;;;;https://en.wikipedia.org/wiki/Astros,_Greece;http://pleiades.stoa.org/places/570134;http://imperium.ahlfeldt.se/places/27410;https://www.trismegistos.org/place/61284;https://topostext.org/place/374228UAst;m;p;;;;X;;;;;;;;;;;;;;;;;;
1892,1;Thyrea?;Port possibly at Limni Moustou?;GR: Pelop;37,39500;22,73300;;;;;Thucydides, Pelop, 4, 57;Hansen;;;;https://mapcarta.com/N8971502401;https://en.wikipedia.org/wiki/Thyrea_(Greece);http://pleiades.stoa.org/places/573561;http://imperium.ahlfeldt.se/places/46241;;https://topostext.org/place/374227PThy;a;;;;;;;;;;;;;;;;;;;;;;;
1892,2;;Cheronisos, Paralia Agios Andreas, with Neolithic settlement;GR: Pelop;37,38320;22,77390;-5000;;;;;;;;;;;;;;https://topostext.org/place/374228UChe;m;;;;;;;;;;;;;;;;;;;;;;;
1893;Anthana? ;Agios Andreas, on R Vrasiatis;GR: Pelop;37,37000;22,78360;-550;;;;Scylax, Peripl;Flemming, Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Anthana;http://pleiades.stoa.org/places/570481;http://imperium.ahlfeldt.se/places/31017;;https://topostext.org/place/374228HAnt;a;;;;;X;;;;;;;;;;;;;;;;;X;
1894;Tyros ;Tyros;GR: Pelop;37,24300;22,87140;-550;;;;;Ginalis et al;;;;;;http://pleiades.stoa.org/places/570759;http://imperium.ahlfeldt.se/places/21990;https://www.trismegistos.org/place/41576;https://topostext.org/place/372229UTyr;m;;;;;X;;;;;;;;;;;;;;;;;;
1895;Prasiae, Brasia ;Plaka Leonido;GR: Pelop;37,15590;22,89600;-750;;;;"Thucydides, Pelop, 2, 56 & 6, 105 ; Scylax, Peripl";Flemming, Mauro, Hansen, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Prasiae;http://pleiades.stoa.org/places/570629;http://imperium.ahlfeldt.se/places/31055;https://www.trismegistos.org/place/37802;https://topostext.org/place/371229PPra;a;;;;;X;;;;;;;;;;;;;;;;;;
1895,1;;Makros, near Plaka;GR: Pelop;37,14060;22,89200;-550;;;;;;;;;;;;;;https://topostext.org/place/371229XMak;m;;;;;;;;;;;;;;;;;;;;;;;
1896;Polichna ;Port Poulithra;GR: Pelop;37,11330;22,90510;-330;;;;;Flemming;;;;;https://en.wikipedia.org/wiki/Polichna_(Laconia);http://pleiades.stoa.org/places/570624;http://imperium.ahlfeldt.se/places/31052;;https://topostext.org/place/371229UPol;m;;;;;X;;;;;;;;;;;;;;;;;;
1897;Port Cyphanta, Kyphanta ;Kyparissi;GR: Pelop;36,97190;22,99200;-750;;;;"Pliny, Hist Nat, 4, 9 ; Ptol, Geogr, 3, 16";Flemming, Hansen, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Cyphanta;http://pleiades.stoa.org/places/570398;http://imperium.ahlfeldt.se/places/28526;;https://topostext.org/place/370230PKyp;a;;;;;X;;;;;;;;;;;;;;;;;;
1898;Zarax ;Quarry at Zarakas, Ierakas;GR: Pelop;36,78700;23,08800;-550;;;;Pausanias, Grece, 3, 24;Lehmann, Flemming, Ginalis et al;Kokkorou (2009);;;;https://en.wikipedia.org/wiki/Zarax;http://pleiades.stoa.org/places/570761;http://imperium.ahlfeldt.se/places/31094;https://www.trismegistos.org/place/51896;https://topostext.org/place/368231UZar;a;p;;;-1,2;X;;;;;;;;;;;;;;;;X;;
1899;Epidauros Limera, Epidaure-Limere ;Palaia Monembasia, not to be confused with Epidauros in Argolid;GR: Pelop;36,73100;23,02600;-1500;;X;;"Thucydides, Pelop, 6, 105 & 7, 26 ; Scylax, Peripl ; Strabo, Geogr, 8, 6";Tardieu, Flemming, Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Epidaurus_Limera;http://pleiades.stoa.org/places/570229;http://imperium.ahlfeldt.se/places/21913;https://www.trismegistos.org/place/37974;https://topostext.org/place/367230UEpi;a;;;;;X;;;;;;;;;;;;;;;;;;
1900;Port of Jupiter, Dios Sotera, port of Epidauros Limera;Palaia Monembasia;GR: Pelop;36,72590;23,02490; ;;;;Ptol, Geogr, 3, 16;Ginalis et al;;;;;;;;;;a;;;;;;;;;;;;;;;;;;;;;;;
1901;Minoa Prom.;Isle of Monemvasia;GR: Pelop;36,68473;23,03865;-1500;;X;;Ptol, Geogr, 3, 16;Flemming, Cuisenier;;;;;https://en.wikipedia.org/wiki/Monemvasia;http://pleiades.stoa.org/places/570487;http://imperium.ahlfeldt.se/places/43580;;https://topostext.org/place/368233LMin;a;p;;;-0,5;X;;;;;;;;;;;;;;;;;;
1902;Delion, Epidelion ;Agios Phokas, near Agios Stefanos;GR: Pelop;36,63920;23,03060;-550;;;;;Ginalis et al;;;;;https://en.wikipedia.org/wiki/Epidelium;http://pleiades.stoa.org/places/570230;http://imperium.ahlfeldt.se/places/43581;;https://topostext.org/place/368233UEpi;m;;;;;;;;;;;;;;;;;;;;;;;
1902,1;;Panagia, near Kato Kastania, near Cape Kamila;GR: Pelop;36,54210;23,13360;;;;;;Ginalis et al;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;
1903;Port of Sida, Side ;Gialos, port of Velanidia? ;GR: Pelop;36,48650;23,14650;-750;;;;Scylax, Peripl;Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Side_(Laconia);http://pleiades.stoa.org/places/570669;http://imperium.ahlfeldt.se/places/43583;;https://topostext.org/place/363233PSid;a;;;;;X;;;;;;;;;;;;;;;;;;
1904;Malea, Malee Prom.;Cape Maleas is not a port, but on the contrary, it is the « Greek Cape Horn » for seafarers;GR: Pelop;36,43138;23,19953; ;;;;"Thucydides, Pelop, 3, 4 ; Scymnos, Periodos ; Procopius, Guerre Vandales, 1, 13 ; IGR 4 841 ";Cuisenier;;;;;https://en.wikipedia.org/wiki/Cape_Maleas;http://pleiades.stoa.org/places/570455;http://imperium.ahlfeldt.se/places/43582;https://www.trismegistos.org/place/61196;https://topostext.org/place/364232LMal;a;;;;;;;;;;;;;;;;;;;;;;;
1905;Nymphaion ;Agia Marina, possible quarry west of Maleas;GR: Pelop;36,43900;23,14200;-30;;;;;Ginalis et al;Kokkorou (2009);;;;https://en.wikipedia.org/wiki/Nymphaeum_(Laconia);http://pleiades.stoa.org/places/570511;http://imperium.ahlfeldt.se/places/31025;;https://topostext.org/place/364232UNym;m;;;;;;;;;;;;;;;;;;;;;X;;
1906;Etis;Paleokastro?;GR: Pelop;36,48950;23,06500;;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Etis;http://pleiades.stoa.org/places/573215;http://imperium.ahlfeldt.se/places/46290;;https://topostext.org/place/368228PEti;m;;;;;X;;;;;;;;;;;;;;;;;;
1907;Boeae, Boea, Boiai, Boia;Neapoli Voion;GR: Pelop;36,50930;23,05850;-550;;;;Scylax, Peripl;Flemming, Hansen, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Boeae;http://pleiades.stoa.org/places/570156;http://imperium.ahlfeldt.se/places/23295;https://www.trismegistos.org/place/37971;https://topostext.org/place/365231PBoi;a;;;;;X;;;;;;;;;;;;;;;;;;
1908;Pavlo Petri, Pavlopetri, near Onougnathos, Onugnathe Prom.;Elafonisos, Elafos, Vigklafia, with quarries, with submerged BA settlement;GR: Pelop;36,51668;22,98819;-1000;X?;;;"Thucydides, Pelop, 7, 26  ; Strabo, Geogr, 8, 5";Ginalis et al, Flemming discovered this ancient site in 1967;BBC (2011);Henderson (2009);Harding (1969);Mourtzas (2022);https://en.wikipedia.org/wiki/Pavlopetri;https://pleiades.stoa.org/places/270123726;;;https://topostext.org/place/365230XPPe;a;;rs;;-1,1;X;;;;;X;;;;;;;;;;;X;;
1909;Kotyrta ;Paralia near quarry at Daimonia;GR: Pelop;36,64730;22,88130;-750;;;;;;Kokkorou (2009);;;;;http://pleiades.stoa.org/places/570378;http://imperium.ahlfeldt.se/places/28520;https://www.trismegistos.org/place/37987;https://topostext.org/place/367229UKot;m;;;;;X;;;;;;;;;;;;;;;;X;;
1910;Asopos;Plytra, Plitra, possible Neolithic settlement, with possible ancient lighthouse and quarries 550 m ENE;GR: Pelop;36,68390;22,84290;-550;;;;;Lehmann, Flemming, Christiansen, Trethewey, Ginalis et al;Kokkorou (2009);;;https://topostext.org/place/367228QAso;https://en.wikipedia.org/wiki/Asopus_(Laconia);http://pleiades.stoa.org/places/570129;http://imperium.ahlfeldt.se/places/23294;https://www.trismegistos.org/place/36940;https://topostext.org/place/367229UAso;m;;rs;;-1,3;X;X;;;;;;;;;;X?;;;;;X;;
1911;Kyparissia, Kyparissa;Boza, near Asope;GR: Pelop;36,68900;22,81200;-550;;;;;Flemming, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Cyparissia_(Laconia);http://pleiades.stoa.org/places/570396;http://imperium.ahlfeldt.se/places/28525;https://www.trismegistos.org/place/41975;https://topostext.org/place/367228UKyp;m;;rs;;;;X;;;;;;;;;;;;;;;;;
1912;Biandyna, port of Leukai ;Elia;GR: Pelop;36,75190;22,80100;-550;;;;;Ginalis et al;;;;;https://en.wikipedia.org/wiki/Biandina;http://pleiades.stoa.org/places/570154;http://imperium.ahlfeldt.se/places/27414;;https://topostext.org/place/368228UBia;m;;;;;X;;;;;;;;;;;;;;;;;;
1913;Akriai, Acries ;Kokkinia;GR: Pelop;36,79390;22,78600;-330;;;;Pausanias, Grece, 3, 22;Flemming, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Acriae;http://pleiades.stoa.org/places/570058;http://imperium.ahlfeldt.se/places/27396;https://www.trismegistos.org/place/37966;https://topostext.org/place/368228UAkr;a;;;;-0,7;X;;;;;;;;;;;;;;;;;;
1914;Helos? Archaic port of the Vaphio Mycenaean tomb on R Eurotas?;Ayios Stephanos, Stefania;GR: Pelop;36,84320;22,60750;-750;X?;X?;;Homer, Iliad, 2, 584;Mauro;;;https://www.ajaonline.org/book-review/684;http://antiquatedantiquarian.blogspot.fr/2015/04/the-minoans-international-trade.html;https://en.wikipedia.org/wiki/Helos;http://pleiades.stoa.org/places/570286;http://imperium.ahlfeldt.se/places/27445;https://www.trismegistos.org/place/54413;https://topostext.org/place/368226UHel;a;;;;;;;;;;;;;;;;;;;;;;;
1915;Trinasos, Trianassus;Roman fort at Trinisa;GR: Pelop;36,79600;22,60200;-550;;;;Ptol, Geogr, 3, 16;Flemming, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Trinasus;http://pleiades.stoa.org/places/570753;http://imperium.ahlfeldt.se/places/34545;;https://topostext.org/place/368226FTri;a;;;;-1,0;;;;;;;;;;;;;;;;;;X;
1916;Gytheum, Gythium, Gytheion, Gythion, port of Sparta;Githio;GR: Pelop;36,76190;22,56880;-1500;;X;;"Thucydides, Pelop, 1, 108 ; Xenophon, Helleniques, 6, 5 ; Scylax, Peripl ; Diodorus, Hist, 11, 34 ; Livy, Hist, 34, 29 ; Strabo, Geogr, 8, 3 & 8, 5 ; Plutarch, Cleomene, 59 ; Ptol, Geogr, 3, 16 ; Polyaenus, Stratagemes, 2, 10";Lehmann, Tardieu, Flemming, Blackman, Mauro, Hansen,  Ginalis et al;Scoufopoulos (1985);;https://www2.rgzm.de/navis2/home/frames.htm;;https://en.wikipedia.org/wiki/Gytheio;http://pleiades.stoa.org/places/570268;http://imperium.ahlfeldt.se/places/21912;https://www.trismegistos.org/place/727;https://topostext.org/place/368226PGyt;a;;;;-1,7;X;;;;;;;;X;X?;X?;;;;;;;;
1917;Port of Las, Laa, near R Smenos;Vathy, north of Ageranos, near R Tourkobruos;GR: Pelop;36,70080;22,52090;-750;;X;;"Homer, Iliad, 2, 584 ; Thucydides, Pelop, 8, 91 ; Strabo, Geogr, 8, 5 ; Scylax, Peripl";Flemming, Mauro, Hansen,  Ginalis et al;;;;;https://en.wikipedia.org/wiki/Las_(Greece);http://pleiades.stoa.org/places/570417;http://imperium.ahlfeldt.se/places/30995;https://www.trismegistos.org/place/58947;https://topostext.org/place/367225PLas;a;;;;;;;;;;;;;X;;;;;;;;;;
1917,1;Arainon? near R Skyras;Kamares, south of Ageranos, near R Dichovas;GR: Pelop;36,69080;22,51920;;;;;;;;;;;;http://pleiades.stoa.org/places/570099;http://imperium.ahlfeldt.se/places/27407;;https://topostext.org/place/367225UAra;m;;;;;;;;;;;;;;;;;;;;;;;
1917,2;Aigeiros;Egirousa?;GR: North-West;38,06800;22,99290;;;;;Scylax, Peripl;;;;;;;;;;;a;;;;;;;;;;;;;;;;;;;;;;;
1918;Asine of Laconia, Vorthona;near Skoutari;GR: Pelop;36,66265;22,50579;-1500;;X;;Stephanus, Ethnica;;;;;;https://en.wikipedia.org/wiki/Asine_(Laconia);http://pleiades.stoa.org/places/570126;;;;a;;;;-2,3;;;;;;;;;;;;;;;;;;;
1918,1;;Fort at Kastro Hill, near Kotronas;GR: Pelop;36,60880;22,50980;;;;;;;;;;;;;;;https://topostext.org/place/366225FKKo;m;;;;;;;;;;;;;;;;;;;;;;X;
1919;Teuthrone ;Kotronas;GR: Pelop;36,61880;22,49550;-550;;;;;Flemming, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Teuthrone;http://pleiades.stoa.org/places/570714;http://imperium.ahlfeldt.se/places/31077;https://www.trismegistos.org/place/38003;https://topostext.org/place/366225UTeu;m;;;;-1,0;X;;;;;;;;;;;;;;;;;;
1920;Port of Aigila ;Lalloudes?;GR: Pelop;36,54760;22,47910;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Aegila;http://pleiades.stoa.org/places/570045;http://imperium.ahlfeldt.se/places/27393;https://www.trismegistos.org/place/37965;https://topostext.org/place/366225SAig;m;;;;;;;;;;;;;;;;;;;;;;;
1921;Psamathus, Amathus ;Porto Kagio on Cape Tenare, ex-Matapan;GR: Pelop;36,42930;22,48600;-550;;;;"Scylax, Peripl ; Pausanias, Grece, 3, 25";Flemming, Mauro;;;;;https://en.wikipedia.org/wiki/Psamathus;http://pleiades.stoa.org/places/570635;http://imperium.ahlfeldt.se/places/31056;https://www.trismegistos.org/place/54417;https://topostext.org/place/364225UPsa;a;;;;;X;;;;;;;;;;;;;;;;;;
1922;Taenaros, Tainaron ;Cape Taenarus, Tenare, ex-Matapan, bay near Kokkinogeia with a Poseidon/Neptune temple, quarry at Mianes;GR: Pelop;36,40180;22,48670;-750;;;;"Scylax, Peripl ; Scymnos, Periodos ; Procopius, Guerre Vandales, 1, 13 ; Plutarch, Cleomene, 50 & 70 & Antoine, 75 ; Stephanus, Ethnica";Flemming, Ginalis et al;Kokkorou (2009);;;;https://en.wikipedia.org/wiki/Temple_of_Poseidon_(Tainaron);http://pleiades.stoa.org/places/570702;http://imperium.ahlfeldt.se/places/22614;https://www.trismegistos.org/place/11829;https://topostext.org/place/364225STai;a;;;;;;;;;;;;;;;;;;;;;X;;
1923;Achilleius portus, Achille's port;Marmari, on Cape Taenarus, Tenare, ex-Matapan;GR: Pelop;36,42442;22,47320; ;;;;"Scylax, Peripl ; Pausanias, Grece, 3, 25";Tardieu, Hazlitt, Pauly, Mauro;;;;;https://en.wikipedia.org/wiki/Achilleius;http://pleiades.stoa.org/places/570031;http://imperium.ahlfeldt.se/places/46287;;https://topostext.org/place/363223HAcL;a;;;;;;;;;;;;;;;;;;;;;;;
1924;Cynaethius , Caenopolis, Kainepolis;with quarry at Alika;GR: Pelop;36,46210;22,43430;-30;;;;Procopius, Guerre Vandales, 1, 13;Flemming, Ginalis et al;Kokkorou (2009);;;;https://en.wikipedia.org/wiki/Caenepolis;http://pleiades.stoa.org/places/570322;http://imperium.ahlfeldt.se/places/27451;https://www.trismegistos.org/place/15747;https://topostext.org/place/365224UKai;a;;;;;;;;;;;;;;;;;;;;;X;;
1925;Messa?;Kastro Tigani, with harbour at Mezapos, quarries at Mezapos;GR: Pelop;36,54600;22,36550;-750;;;;Pausanias, Grece, 3, 25;Flemming;Kokkorou (2009);;;;https://en.wikipedia.org/wiki/Messa_(Greece);http://pleiades.stoa.org/places/570478;http://imperium.ahlfeldt.se/places/31016;;https://topostext.org/place/365224UMes;a;;;;;X;;;;;;;;;;;;;;;;X;;
1926;Port of Oitylos, Oetylus ;Karavostasi, below quarry at Oitylo;GR: Pelop;36,69300;22,38900;-750;;;;;Flemming, Hansen, Ginalis et al;Kokkorou (2009);;;;https://en.wikipedia.org/wiki/Oetylus;http://pleiades.stoa.org/places/570527;http://imperium.ahlfeldt.se/places/31027;https://www.trismegistos.org/place/50106;https://topostext.org/place/367224XKar;m;;;;;X;;;;;;;;;;;;;;;;X;;
1927;Pephnos, Pephnus ;near Agios Dimitrios;GR: Pelop;36,81010;22,29570;-750;;;;;;;;;;https://en.wikipedia.org/wiki/Pefnos;http://pleiades.stoa.org/places/570581;http://imperium.ahlfeldt.se/places/31039;;https://topostext.org/place/368223UPep;m;;;;-1,0;X;;;;;;;;;;;;;;;;;;
1928;Port of Leutra, Leuktron ;Stoupa;GR: Pelop;36,84501;22,25725;-750;;;;;Flemming;;;;;https://en.wikipedia.org/wiki/Leuctra_(Laconia);http://pleiades.stoa.org/places/570431;http://imperium.ahlfeldt.se/places/31002;;https://topostext.org/place/368223ULeu;m;;;;-1,3;X;;;;;;;;;;;;;;;;;;
1929;Kardamyle, Cardamyle, with Mycenaean acropolis;Kardamyli;GR: Pelop;36,88420;22,23440;-1500;;X;;;Flemming, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Cardamyle;http://pleiades.stoa.org/places/570330;http://imperium.ahlfeldt.se/places/28512;https://www.trismegistos.org/place/38103;https://topostext.org/place/369222PKar;m;;;;-1,0;X;;;;;;;;;;;;;;;;;;
1930;Abia, Homer's Ire in the Iliad;Avia;GR: Pelop;36,96350;22,13930;-1500;;X;;;Lehmann, Flemming;;;;;https://en.wikipedia.org/wiki/Avia,_Messenia;http://pleiades.stoa.org/places/570027;http://imperium.ahlfeldt.se/places/27389;https://www.trismegistos.org/place/38013;https://topostext.org/place/370221UAbi;m;;rs;;;;X;;;;;;;;;;;;;;;;;
1931;Homer's  Pherae in the Iliad, Pharai, Phares, on R Nedon, port of Kalamai?;Kalamata, on R Nedontas, with Mycenaean settlement at Antikalamos;GR: Pelop;37,04610;22,11680;-1500;;X;;Xenophon, Helleniques, 4, 8;Tardieu, Flemming, Ginalis et al;;;;https://topostext.org/place/373223WNed;https://en.wikipedia.org/wiki/Pharae_(Messenia);http://pleiades.stoa.org/places/570596;http://imperium.ahlfeldt.se/places/46282;https://www.trismegistos.org/place/38109;https://topostext.org/place/370221UPhe;a;p;;;-2,2;X;;;;;;;;;;;;;;;;;;
1931,1;;Roman villa at Loutro Petalidi;GR: Pelop;36,97310;21,92640;-30;;;;;;;;;;;;;;https://topostext.org/place/370219BPet;m;;;;;;;;;;;;;;;;;;X;;;;;
1932;Corone, Korone;Petalidi, with Mycenaean tomb at Nichoria-Rizomylos;GR: Pelop;36,95860;21,93310;-1500;;X;;Pausanias, Grece, 4, 34;Lehmann, Hansen, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Corone_(Messenia);http://pleiades.stoa.org/places/570371;http://imperium.ahlfeldt.se/places/28519;;https://topostext.org/place/370219PKor;a;;rs;;;X;X;;;;;;;;;;;;;;;;;
1933;Kolonides ;Vounaria;GR: Pelop;36,83580;21,93260;-550;;;;;;;;;;https://en.wikipedia.org/wiki/Colonides;http://pleiades.stoa.org/places/570368;http://imperium.ahlfeldt.se/places/28517;https://www.trismegistos.org/place/38104;https://topostext.org/place/368219UKol;m;;;;;;;;;;;;;;;;;;;;;;;
1934;Asine of Messenia;Koroni;GR: Pelop;36,79690;21,95800;-750;;;;Scylax, Peripl;Flemming, Hansen, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Asine_(Messenia);http://pleiades.stoa.org/places/570125;http://imperium.ahlfeldt.se/places/23296;https://www.trismegistos.org/place/345;https://topostext.org/place/367222PAsi;a;;;;-2,0;X;;;;;;;;;;;;;;;;;;
1935;Phoinicos, in front of Oinoussai insulae;Foinikounta, in front of the Enusses islands;GR: Pelop;36,80479;21,81044; ;;;;Pausanias, Grece, 4, 34;;;;;;https://en.wikipedia.org/wiki/Phoenicus_(Messenia);http://pleiades.stoa.org/places/570605;http://imperium.ahlfeldt.se/places/46279;https://www.trismegistos.org/place/38110;https://topostext.org/place/368218UPho;a;;;;;X;;;;;;;;;;;;;;;;;;
1935,1;;Skhiza, on isle of Schiza;GR: Pelop;36,71690;21,76500;;;;;;Ginalis et al;;;;;https://en.wikipedia.org/wiki/Schiza;http://pleiades.stoa.org/places/570524;http://imperium.ahlfeldt.se/places/46563;;https://topostext.org/place/368217IOin;m;;;;;;;;;;;;;;;;;;;;;;;
1935,2;;Isle of Agia Marina;GR: Pelop;36,75390;21,74400;;;;;;Ginalis et al;;;;;https://en.wikipedia.org/wiki/Messenian_Oinousses;http://pleiades.stoa.org/places/570524;http://imperium.ahlfeldt.se/places/46563;;https://topostext.org/place/368217IOin;m;;;;;;;;;;;;;;;;;;;;;;;
1935,3;;Isle of Sapientza;GR: Pelop;36,75000;21,70170;;;;;;Ginalis et al;;;;;https://en.wikipedia.org/wiki/Sapientza;http://pleiades.stoa.org/places/570524;http://imperium.ahlfeldt.se/places/46563;;https://topostext.org/place/368217IOin;m;;;;;;;;;;;;;;;;;;;;;;;
1935,4;;Mpompa near the isle of Sapientza;GR: Pelop;36,75690;21,70620;;;;;;Ginalis et al;;;;;https://en.wikipedia.org/wiki/Sapientza;http://pleiades.stoa.org/places/570524;http://imperium.ahlfeldt.se/places/46563;;https://topostext.org/place/368217IOin;m;;;;;;;;;;;;;;;;;;;;;;;
1935,5;Roson Choma;Kokkinia;GR: Pelop;36,81190;21,72200;;;;;;Ginalis et al;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;
1936;Mothone, Methone, archaïc Pedasus ;Modon;GR: Pelop;36,81700;21,70500;-550;;;;"Thucydides, Pelop, 2, 25 ; Scylax, Peripl ; Diodorus, Hist, 11, 34 ; Pausanias, Grece, 4, 35 ; Procopius, Guerre Vandales, 1, 13";Lehmann, Flemming, Hansen, Grimaldi, Ginalis et al;;;https://www2.rgzm.de/navis2/home/frames.htm;;https://en.wikipedia.org/wiki/Methoni,_Messenia;http://pleiades.stoa.org/places/570483;http://imperium.ahlfeldt.se/places/21910;https://www.trismegistos.org/place/38107;https://topostext.org/place/368217UMot;a;;rs;;-1,5;X;X;;;;;;;;;;;;;;;;;
1937;Pylos, Koryphasion, Coryphasium;Paliokastro, Navarino castle;GR: Pelop;36,95170;21,66000;-750;;;;"Thucydides, Pelop, 4, 8 & 4, 13 & 6, 105 ; Diodorus, Hist, 12, 26 ; Pausanias, Grece, 4, 36 ; Strabo, Geogr, 8, 4";Lehmann, Flemming, Mauro, Hansen, Ginalis et al;;;;;https://en.wikipedia.org/wiki/Pylos;http://pleiades.stoa.org/places/570640;http://imperium.ahlfeldt.se/places/23297;https://www.trismegistos.org/place/37874;https://topostext.org/place/370217UPyl;a;;;;-0,5;X;;;;;;;;;;;;;;;;;;
1938;Port of Pylos;Lagoon of Gialova, Divari, Osman-Aga;GR: Pelop;36,95160;21,66100;-425;;;;"Thucydides, Pelop, 4, 3 ; Strabo, Geogr, 8, 4";;;;;;https://en.wikipedia.org/wiki/Battle_of_Pylos;http://pleiades.stoa.org/places/570686;http://imperium.ahlfeldt.se/places/41217;;https://topostext.org/place/369217ISph;a;;;;;;;;;;;;;;;;;;;;;;;
